Date,ave_vote_metric,num_votes
1963-10-01,0.5588235294117647,34
1963-11-01,0.5272727272727274,55
1963-12-01,0.49999999999999994,48
1964-01-01,0.5625,16
1964-02-01,0.6,40
1964-03-01,0.5,30
1964-04-01,0.4166666666666667,12
1964-05-01,0.5882352941176471,17
1964-06-01,0.8881118881118881,143
1964-07-01,0.6551724137931032,58
1964-08-01,0.5384615384615384,65
1964-09-01,0.46875,32
1964-10-01,0.6,5
1965-01-01,0.2,10
1965-02-01,0.5000000000000001,28
1965-03-01,0.6363636363636364,22
1965-04-01,0.7575757575757576,33
1965-05-01,0.5777777777777777,45
1965-06-01,0.49382716049382713,81
1965-07-01,0.38596491228070173,57
1965-08-01,0.609375,64
1965-09-01,0.530120481927711,83
1965-10-01,0.4594594594594595,37
1966-01-01,0.5714285714285714,7
1966-02-01,0.7058823529411765,17
1966-03-01,0.6176470588235294,34
1966-04-01,0.6666666666666666,21
1966-05-01,0.4782608695652174,23
1966-06-01,0.6825396825396824,63
1966-07-01,0.5952380952380953,42
1966-08-01,0.6464646464646464,99
1966-09-01,0.54,50
1966-10-01,0.6399999999999998,75
1967-01-01,0.18181818181818182,11
1967-02-01,0.7,20
1967-03-01,0.7547169811320755,53
1967-04-01,0.6410256410256411,39
1967-05-01,0.6578947368421053,38
1967-06-01,0.66,50
1967-07-01,0.5294117647058824,34
1967-08-01,0.6415094339622642,53
1967-09-01,0.5849056603773585,53
1967-10-01,0.6805555555555556,72
1967-11-01,0.7446808510638298,94
1967-12-01,0.8837209302325582,43
1968-01-01,0.75,4
1968-02-01,0.6666666666666666,21
1968-03-01,0.7195121951219512,82
1968-04-01,0.8095238095238095,42
1968-05-01,0.7808219178082192,73
1968-06-01,0.7377049180327869,61
1968-07-01,0.7047619047619049,105
1968-08-01,0.8,5
1968-09-01,0.7391304347826086,69
1968-10-01,0.8076923076923078,52
1969-01-01,0.4666666666666667,15
1969-02-01,0.5,4
1969-03-01,1.0,14
1969-04-01,0.875,8
1969-05-01,0.9411764705882353,17
1969-06-01,0.896551724137931,29
1969-07-01,0.7333333333333333,30
1969-08-01,0.84,25
1969-09-01,0.8529411764705882,34
1969-10-01,0.8524590163934428,61
1969-11-01,0.840909090909091,44
1969-12-01,0.7234042553191491,141
1970-01-01,0.7586206896551724,29
1970-02-01,0.7903225806451614,62
1970-03-01,0.8181818181818182,44
1970-04-01,0.8478260869565218,46
1970-05-01,0.837837837837838,37
1970-06-01,0.7831325301204818,83
1970-07-01,0.7246376811594203,69
1970-08-01,0.8333333333333334,48
1970-09-01,0.7926829268292681,82
1970-10-01,0.8478260869565218,46
1970-11-01,0.7272727272727273,33
1970-12-01,0.7407407407407407,108
1971-01-01,0.0,5
1971-02-01,0.2857142857142857,7
1971-03-01,0.8857142857142857,35
1971-04-01,0.75,40
1971-05-01,0.8181818181818182,44
1971-06-01,0.8152173913043478,92
1971-07-01,0.8043478260869565,92
1971-08-01,0.6046511627906976,43
1971-09-01,0.6938775510204082,49
1971-10-01,0.640625,64
1971-11-01,0.7135678391959798,199
1971-12-01,0.6849315068493149,73
1972-01-01,0.7307692307692307,26
1972-02-01,0.8028169014084507,71
1972-03-01,0.8235294117647058,85
1972-04-01,0.723404255319149,47
1972-05-01,0.8709677419354839,62
1972-06-01,0.7536231884057971,138
1972-07-01,0.6521739130434782,69
1972-08-01,0.6486486486486489,111
1972-09-01,0.8346456692913385,127
1972-10-01,0.824,125
1973-01-01,0.5555555555555556,9
1973-02-01,0.5151515151515151,33
1973-03-01,0.6229508196721312,61
1973-04-01,0.6521739130434784,69
1973-05-01,0.6734693877551019,98
1973-06-01,0.5879629629629632,216
1973-07-01,0.6075949367088608,158
1973-08-01,0.78125,32
1973-09-01,0.6822429906542054,107
1973-10-01,0.7349397590361446,83
1973-11-01,0.706422018348624,109
1973-12-01,0.7562500000000001,160
1974-01-01,0.7941176470588235,34
1974-02-01,0.688888888888889,45
1974-03-01,0.7634408602150538,93
1974-04-01,0.7830188679245284,106
1974-05-01,0.7363636363636363,110
1974-06-01,0.7633587786259542,131
1974-07-01,0.7777777777777776,108
1974-08-01,0.8214285714285713,112
1974-09-01,0.7536231884057972,69
1974-10-01,0.6875,112
1974-11-01,0.875,40
1974-12-01,0.7520661157024794,121
1975-01-01,0.125,8
1975-02-01,0.4782608695652174,46
1975-03-01,0.5419847328244274,131
1975-04-01,0.6744186046511627,86
1975-05-01,0.6310679611650482,103
1975-06-01,0.6291390728476823,151
1975-07-01,0.5952380952380955,210
1975-08-01,0.8,10
1975-09-01,0.524752475247525,101
1975-10-01,0.5288461538461542,104
1975-11-01,0.5929203539823004,113
1975-12-01,0.6000000000000002,160
1976-01-01,0.5641025641025642,39
1976-02-01,0.4915254237288136,59
1976-03-01,0.6837606837606837,117
1976-04-01,0.650943396226415,106
1976-05-01,0.7758620689655172,116
1976-06-01,0.7662337662337664,308
1976-07-01,0.4964028776978418,139
1976-08-01,0.7230769230769234,195
1976-09-01,0.732824427480916,262
1976-10-01,0.65,20
1977-01-01,0.5,24
1977-02-01,0.6410256410256411,39
1977-03-01,0.4573643410852713,129
1977-04-01,0.7362637362637363,91
1977-05-01,0.7161290322580646,155
1977-06-01,0.6731707317073171,205
1977-07-01,0.6946564885496183,131
1977-08-01,0.4444444444444444,54
1977-09-01,0.6219512195121953,246
1977-10-01,0.5510204081632653,196
1977-11-01,0.5294117647058824,51
1977-12-01,0.5238095238095238,21
1978-01-01,0.7441860465116279,43
1978-02-01,0.6086956521739129,69
1978-03-01,0.6293103448275861,116
1978-04-01,0.6666666666666666,135
1978-05-01,0.6412213740458015,131
1978-06-01,0.6993464052287581,153
1978-07-01,0.7261904761904759,168
1978-08-01,0.6157894736842107,190
1978-09-01,0.7379679144385026,187
1978-10-01,0.6481481481481484,162
1979-01-01,0.0,2
1979-02-01,0.13636363636363635,22
1979-03-01,0.35714285714285715,70
1979-04-01,0.47058823529411764,68
1979-05-01,0.5350877192982453,114
1979-06-01,0.5937499999999999,160
1979-07-01,0.6067415730337077,178
1979-08-01,0.375,32
1979-09-01,0.5125,160
1979-10-01,0.6015624999999999,128
1979-11-01,0.5692307692307691,130
1979-12-01,0.525862068965517,116
1980-01-01,0.6249999999999999,48
1980-02-01,0.5799999999999998,100
1980-03-01,0.591549295774648,71
1980-04-01,0.6964285714285714,56
1980-05-01,0.5384615384615385,143
1980-06-01,0.6333333333333337,210
1980-07-01,0.6,115
1980-08-01,0.622222222222222,90
1980-09-01,0.6265060240963857,166
1980-10-01,0.6428571428571429,14
1980-11-01,0.7818181818181819,55
1980-12-01,0.6097560975609756,82
1981-01-01,0.5454545454545454,22
1981-02-01,1.0,12
1981-03-01,0.6052631578947368,38
1981-04-01,0.6216216216216216,37
1981-05-01,0.6197183098591549,71
1981-06-01,0.5981308411214952,107
1981-07-01,0.7153284671532846,137
1981-08-01,1.0,6
1981-09-01,0.6941176470588236,85
1981-10-01,0.7499999999999998,104
1981-11-01,0.7364341085271318,129
1981-12-01,0.6176470588235294,102
1982-02-01,0.8409090909090909,44
1982-03-01,0.8313253012048193,83
1982-04-01,0.6,20
1982-05-01,0.6275862068965519,145
1982-06-01,0.7160493827160493,81
1982-07-01,0.7058823529411765,119
1982-08-01,0.6666666666666666,138
1982-09-01,0.592920353982301,113
1982-10-01,0.8333333333333334,12
1982-11-01,0.6666666666666666,9
1982-12-01,0.6097560975609758,164
1983-01-01,0.0,3
1983-02-01,0.3333333333333333,6
1983-03-01,0.48863636363636365,88
1983-04-01,0.5277777777777778,36
1983-05-01,0.5126050420168068,119
1983-06-01,0.5436241610738253,149
1983-07-01,0.45871559633027525,109
1983-08-01,0.4117647058823529,34
1983-09-01,0.4810126582278481,79
1983-10-01,0.4752475247524752,101
1983-11-01,0.49655172413793125,145
1984-01-01,0.2,15
1984-02-01,0.5277777777777778,36
1984-03-01,0.595744680851064,47
1984-04-01,0.39473684210526316,76
1984-05-01,0.65,120
1984-06-01,0.5906432748538009,171
1984-07-01,0.4146341463414634,41
1984-08-01,0.5,58
1984-09-01,0.6461538461538462,65
1984-10-01,0.5774647887323945,71
1985-01-01,0.14285714285714285,7
1985-02-01,0.2903225806451613,31
1985-03-01,0.35,20
1985-04-01,0.4074074074074075,54
1985-05-01,0.4423076923076923,104
1985-06-01,0.4464285714285715,112
1985-07-01,0.35051546391752575,97
1985-08-01,0.625,8
1985-09-01,0.42857142857142855,56
1985-10-01,0.42187500000000006,128
1985-11-01,0.4770642201834863,109
1985-12-01,0.5212765957446807,94
1986-01-01,0.3,20
1986-02-01,0.5714285714285714,35
1986-03-01,0.45614035087719296,57
1986-04-01,0.43661971830985913,71
1986-05-01,0.47058823529411764,51
1986-06-01,0.4128440366972478,109
1986-07-01,0.5060240963855425,83
1986-08-01,0.43558282208588966,163
1986-09-01,0.4952380952380951,105
1986-10-01,0.4482758620689655,116
1987-01-01,0.3333333333333333,24
1987-02-01,0.4444444444444444,18
1987-03-01,0.46808510638297873,47
1987-04-01,0.31428571428571433,70
1987-05-01,0.40769230769230774,130
1987-06-01,0.3,110
1987-07-01,0.2524271844660194,103
1987-08-01,0.3333333333333333,27
1987-09-01,0.3882352941176471,85
1987-10-01,0.5365853658536586,123
1987-11-01,0.4473684210526316,76
1987-12-01,0.4421052631578947,95
1988-02-01,0.4,30
1988-03-01,0.43956043956043955,91
1988-04-01,0.4927536231884058,69
1988-05-01,0.39316239316239315,117
1988-06-01,0.5178571428571427,112
1988-07-01,0.6179775280898876,89
1988-08-01,0.4571428571428571,70
1988-09-01,0.4,120
1988-10-01,0.7083333333333334,120
1989-01-01,0.1111111111111111,9
1989-02-01,0.2727272727272727,11
1989-03-01,0.45,20
1989-04-01,0.6428571428571429,42
1989-05-01,0.5098039215686274,51
1989-06-01,0.449438202247191,89
1989-07-01,0.5535714285714287,112
1989-08-01,0.23255813953488372,43
1989-09-01,0.4945054945054944,91
1989-10-01,0.49999999999999994,122
1989-11-01,0.5111111111111113,90
1990-01-01,0.625,8
1990-02-01,0.4838709677419355,31
1990-03-01,0.515625,64
1990-04-01,0.7083333333333334,48
1990-05-01,0.4731182795698925,93
1990-06-01,0.5670103092783508,97
1990-07-01,0.4728682170542636,129
1990-08-01,0.43333333333333335,60
1990-09-01,0.49999999999999994,100
1990-10-01,0.47342995169082125,207
1991-01-01,0.48148148148148145,27
1991-02-01,1.0,18
1991-03-01,0.642857142857143,56
1991-04-01,0.47619047619047616,21
1991-05-01,0.5432098765432098,81
1991-06-01,0.4528301886792453,106
1991-07-01,0.4444444444444444,99
1991-08-01,0.8125,16
1991-09-01,0.375,56
1991-10-01,0.4636363636363636,110
1991-11-01,0.4322033898305085,118
1992-01-01,0.4375,16
1992-02-01,0.3600000000000001,50
1992-03-01,0.4385964912280701,57
1992-04-01,0.46,50
1992-05-01,0.3253012048192772,83
