,date,party,lugar
0,2013-01-01,Democrat,0.20504731861198738
1,2013-01-01,Republican,0.10446009389671361
2,2013-02-01,Democrat,0.21332335329341318
3,2013-02-01,Republican,0.4368231046931408
4,2013-03-01,Democrat,0.31902985074626866
5,2013-03-01,Independent,0.0
6,2013-03-01,Republican,0.4473684210526316
7,2013-04-01,Democrat,0.2560747663551402
8,2013-04-01,Republican,0.4199052132701422
9,2013-05-01,Democrat,0.22852983988355166
10,2013-05-01,Independent,0.9047619047619048
11,2013-05-01,Republican,0.3883817427385892
12,2013-06-01,Democrat,0.327683615819209
13,2013-06-01,Republican,0.4404040404040404
14,2013-07-01,Democrat,0.24736842105263157
15,2013-07-01,Republican,0.2816020025031289
16,2013-08-01,Democrat,0.19767441860465115
17,2013-08-01,Republican,0.5232558139534884
18,2013-09-01,Democrat,0.2638888888888889
19,2013-09-01,Independent,0.8823529411764706
20,2013-09-01,Republican,0.3191126279863481
21,2013-10-01,Democrat,0.27848101265822783
22,2013-10-01,Republican,0.1771117166212534
23,2013-11-01,Democrat,0.22128851540616246
24,2013-11-01,Independent,0.8333333333333334
25,2013-11-01,Republican,0.24087591240875914
26,2013-12-01,Democrat,0.21333333333333335
27,2013-12-01,Independent,0.0
28,2013-12-01,Republican,0.4356120826709062
29,2014-01-01,Democrat,0.2710843373493976
30,2014-01-01,Republican,0.4227941176470588
31,2014-02-01,Democrat,0.2826086956521739
32,2014-02-01,Republican,0.4424778761061947
33,2014-03-01,Democrat,0.23728813559322035
34,2014-03-01,Republican,0.37359098228663445
35,2014-04-01,Democrat,0.3333333333333333
36,2014-04-01,Independent,0.0
37,2014-04-01,Republican,0.5606469002695418
38,2014-05-01,Democrat,0.16321243523316062
39,2014-05-01,Republican,0.4868421052631579
40,2014-06-01,Democrat,0.3157894736842105
41,2014-06-01,Republican,0.4846335697399527
42,2014-07-01,Democrat,0.14223512336719885
43,2014-07-01,Republican,0.2688679245283019
44,2014-08-01,Democrat,0.4642857142857143
45,2014-08-01,Republican,0.5392156862745098
46,2014-09-01,Democrat,0.2967032967032967
47,2014-09-01,Republican,0.5381944444444444
48,2014-11-01,Democrat,0.2647058823529412
49,2014-11-01,Independent,0.0
50,2014-11-01,Republican,0.40476190476190477
51,2014-12-01,Democrat,0.3220338983050847
52,2014-12-01,Republican,0.5142857142857142
